,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
199,Edward A. LEE,Toward Dynamism in Distributed Lingua Franca Programs,High-performance Deterministic Concurrency Using Lingua Franca,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
200,Edward A. LEE,Toward Dynamism in Distributed Lingua Franca Programs,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
201,Edward A. LEE,Toward Dynamism in Distributed Lingua Franca Programs,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Computer Sciences,,,,,,
202,Edward A. LEE,Toward Dynamism in Distributed Lingua Franca Programs,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
203,Edward A. LEE,"Verify Engineering Models, Not Scientific Models",Consistency vs. availability in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
204,Edward A. LEE,"Verify Engineering Models, Not Scientific Models",Consistency vs. availability in distributed cyber-physical systems,Computer Sciences,,,,,,
205,Edward A. LEE,"Verify Engineering Models, Not Scientific Models",Consistency vs. availability in distributed cyber-physical systems,"Professor of Electrical Engineering and Computer Sciences, University of California at Berkeley",,,,,,
206,Egor Kuzmin, LTL-specification for development and verification of logical control programs in feedback systems,Towards Building Verifiable CPS using Lingua Franca,"Professor of Computer Science, Yaroslavl State University",,,,,,
207,Egor Kuzmin, LTL-specification for development and verification of logical control programs in feedback systems,Towards Building Verifiable CPS using Lingua Franca,Yaroslavl State University,57.632969,39.8868639,Yaroslavl,Yaroslavl,Yaroslavl Oblast,Russia
208,Ehsan Khamespanah,"Actors upgraded for variability, adaptability, and determinism",High-performance Deterministic Concurrency Using Lingua Franca,Reykjavik University,64.1247374,-21.9275372,,Reykjavik,,Iceland
209,Ehsan Khodadad,ForSyDe on the Patmos Processor,Worst-Case Execution Time Analysis of Lingua Franca Applications,Denmark Technical University (DTU),55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
210,Ehsan Khodadad,ForSyDe on the Patmos Processor,Worst-Case Execution Time Analysis of Lingua Franca Applications,PhD Student at Denmark Technical University (DTU),,,,,,
211,Ehsan Khodadad,Towards lingua franca on the patmos processor,Beyond the threaded programming model on real-time operating systems,Denmark Technical University (DTU),55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
212,Ehsan Khodadad,Towards lingua franca on the patmos processor,Beyond the threaded programming model on real-time operating systems,PhD Student at Denmark Technical University (DTU),,,,,,
213,Ehsan Khodadad,Towards lingua franca on the patmos processor,Interpret: A time-predictable multicore processor,Denmark Technical University (DTU),55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
214,Ehsan Khodadad,Towards lingua franca on the patmos processor,Interpret: A time-predictable multicore processor,PhD Student at Denmark Technical University (DTU),,,,,,
215,Ehsan Khodadad,Worst-Case Execution Time Analysis of Lingua Franca Applications,Interpret: A time-predictable multicore processor,Denmark Technical University (DTU),55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
216,Ehsan Khodadad,Worst-Case Execution Time Analysis of Lingua Franca Applications,Interpret: A time-predictable multicore processor,PhD Student at Denmark Technical University (DTU),,,,,,
217,Ehsan Khodadad,Worst-Case Execution Time Analysis of Lingua Franca Applications,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Denmark Technical University (DTU),55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
218,Ehsan Khodadad,Worst-Case Execution Time Analysis of Lingua Franca Applications,"PretVM: Predictable, efficient virtual machine for real-time concurrency",PhD Student at Denmark Technical University (DTU),,,,,,
219,Ehsan Khodadad,Worst-Case Execution Time Analysis of Lingua Franca Applications,Towards Building Verifiable CPS using Lingua Franca,Denmark Technical University (DTU),55.7854145,12.5202151,,,Capital Region of Denmark,Denmark
220,Ehsan Khodadad,Worst-Case Execution Time Analysis of Lingua Franca Applications,Towards Building Verifiable CPS using Lingua Franca,PhD Student at Denmark Technical University (DTU),,,,,,
221,Elizabeth Polgreen,Towards building verifiable CPS using lingua franca,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,University of Edinburgh,55.9440764,-3.1883736,,City of Edinburgh,Scotland,United Kingdom
222,Elizabeth Polgreen,Towards building verifiable CPS using lingua franca,Quantifying and generalizing the CAP theorem,University of Edinburgh,55.9440764,-3.1883736,,City of Edinburgh,Scotland,United Kingdom
223,Elizabeth Polgreen,Towards building verifiable CPS using lingua franca,"UCLID5: Multi-modal formal modeling, verification, and synthesis",University of Edinburgh,55.9440764,-3.1883736,,City of Edinburgh,Scotland,United Kingdom
224,Elizabeth Polgreen,Towards building verifiable CPS using lingua franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,University of Edinburgh,55.9440764,-3.1883736,,City of Edinburgh,Scotland,United Kingdom
225,Emad Jacob Maroun,Worst-Case Execution Time Analysis of Lingua Franca Applications,Interpret: A time-predictable multicore processor,Postdoc,52.2019458,0.1165973,Cambridgeshire,Cambridge,England,United Kingdom
226,Emad Jacob Maroun,Worst-Case Execution Time Analysis of Lingua Franca Applications,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Postdoc,52.2019458,0.1165973,Cambridgeshire,Cambridge,England,United Kingdom
227,Emad Jacob Maroun,Worst-Case Execution Time Analysis of Lingua Franca Applications,Towards Building Verifiable CPS using Lingua Franca,Postdoc,52.2019458,0.1165973,Cambridgeshire,Cambridge,England,United Kingdom
228,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,Beyond the threaded programming model on real-time operating systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
229,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,Beyond the threaded programming model on real-time operating systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
230,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
231,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,High-performance Deterministic Concurrency Using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
232,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,Interpret: A time-predictable multicore processor,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
233,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,Interpret: A time-predictable multicore processor,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
234,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
235,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
236,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,Xronos: Predictable coordination for safety-critical distributed embedded systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
237,Erling Rennemo Jellum,Codesign of reactor-oriented hardware and software for cyber-physical systems,Xronos: Predictable coordination for safety-critical distributed embedded systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
238,Erling Rennemo Jellum,Predictable computing for cyber-physical systems,Beyond the threaded programming model on real-time operating systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
239,Erling Rennemo Jellum,Predictable computing for cyber-physical systems,Beyond the threaded programming model on real-time operating systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
240,Erling Rennemo Jellum,"PretVM: Predictable, efficient virtual machine for real-time concurrency",High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
241,Erling Rennemo Jellum,"PretVM: Predictable, efficient virtual machine for real-time concurrency",High-performance Deterministic Concurrency Using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
242,Erling Rennemo Jellum,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Interpret: A time-predictable multicore processor,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
243,Erling Rennemo Jellum,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Interpret: A time-predictable multicore processor,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
244,Erling Rennemo Jellum,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Towards Building Verifiable CPS using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
245,Erling Rennemo Jellum,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Towards Building Verifiable CPS using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
246,Erling Rennemo Jellum,Programming Time-Predictable Processors with Lingua Franca,Beyond the threaded programming model on real-time operating systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
247,Erling Rennemo Jellum,Programming Time-Predictable Processors with Lingua Franca,Beyond the threaded programming model on real-time operating systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
248,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Beyond the threaded programming model on real-time operating systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
249,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Beyond the threaded programming model on real-time operating systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
250,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
251,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,High-performance Deterministic Concurrency Using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
252,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Interpret: A time-predictable multicore processor,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
253,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Interpret: A time-predictable multicore processor,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
254,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Towards Building Verifiable CPS using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
255,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Towards Building Verifiable CPS using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
256,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Worst-Case Execution Time Analysis of Lingua Franca Applications,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
257,Erling Rennemo Jellum,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Worst-Case Execution Time Analysis of Lingua Franca Applications,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
258,Erling Rennemo Jellum,Software-Defined Watchdog Timers for Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
259,Erling Rennemo Jellum,Software-Defined Watchdog Timers for Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
260,Erling Rennemo Jellum,Software-Defined Watchdog Timers for Cyber-Physical Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
261,Erling Rennemo Jellum,Software-Defined Watchdog Timers for Cyber-Physical Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
262,Erling Rennemo Jellum,Strongly-consistent distributed discrete-event systems,Consistency vs. availability in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
263,Erling Rennemo Jellum,Strongly-consistent distributed discrete-event systems,Consistency vs. availability in distributed cyber-physical systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
264,Erling Rennemo Jellum,Strongly-consistent distributed discrete-event systems,High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
265,Erling Rennemo Jellum,Strongly-consistent distributed discrete-event systems,High-performance Deterministic Concurrency Using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
266,Erling Rennemo Jellum,Strongly-consistent distributed discrete-event systems,Quantifying and generalizing the CAP theorem,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
267,Erling Rennemo Jellum,Strongly-consistent distributed discrete-event systems,Quantifying and generalizing the CAP theorem,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
268,Erling Rennemo Jellum,Strongly-consistent distributed discrete-event systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
269,Erling Rennemo Jellum,Strongly-consistent distributed discrete-event systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
270,Erling Rennemo Jellum,Timing enclaves for performance in Lingua Franca,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
271,Erling Rennemo Jellum,Timing enclaves for performance in Lingua Franca,Risk and mitigation of nondeterminism in distributed cyber-physical systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
272,Erling Rennemo Jellum,fpga-tidbits: Rapid Prototyping of FPGA Accelerators in Chisel,Beyond the threaded programming model on real-time operating systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
273,Erling Rennemo Jellum,fpga-tidbits: Rapid Prototyping of FPGA Accelerators in Chisel,Beyond the threaded programming model on real-time operating systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
274,Fangfei Liu,PYCALIPER: Python-Embedded Infrastructure for RTL Verification and Specification Synthesis,"UCLID5: Multi-modal formal modeling, verification, and synthesis",Intel Corporation,30.2623934,-97.7934026,Travis County,Austin,Texas,United States
275,Fatemeh Ghassemi,"Actors upgraded for variability, adaptability, and determinism",High-performance Deterministic Concurrency Using Lingua Franca,University of Tehran,35.704584,51.394761,Tehran County,Tehran,,Iran
276,Federico Chiariotti,Pragmatic communication for remote control of finite-state markov processes,Consistency vs. availability in distributed cyber-physical systems,"Assistant Professor, University of Padova",,,,,,
277,Federico Mora Rocha, Scalable and Usable Domain-Specific Automated Reasoning,"UCLID5: Multi-modal formal modeling, verification, and synthesis",University of Waterloo,43.4701994,-80.5452429,Region of Waterloo,Waterloo,Ontario,Canada
278,Federico Mora Rocha,Synthetic programming elicitation for text-to-code in very low-resource programming and formal languages,"UCLID5: Multi-modal formal modeling, verification, and synthesis",University of Waterloo,43.4701994,-80.5452429,Region of Waterloo,Waterloo,Ontario,Canada
279,Flavius Gruian,Scalable actor networks with CAL,High-performance Deterministic Concurrency Using Lingua Franca,"Associate Professor, Computer Science, Lund University",,,,,,
280,Flavius Gruian,Scalable actor networks with CAL,High-performance Deterministic Concurrency Using Lingua Franca,Computer Science,,,,,,
281,Flavius Gruian,Scalable actor networks with CAL,High-performance Deterministic Concurrency Using Lingua Franca,Lund University,55.7126504,13.2107587,Skåne County,Lund,,Sweden
282,Frederic Mallet,Time: It is only Logical!,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,"Université Côte d'Azur, France",43.7170131,7.2675774,Maritime Alps,Nice,Provence-Alpes-Côte d'Azur,France
283,Gabriel Castro Duarte,Heterogeneous system modeling using timed-and untimed-based models of computation: A case study for avionics systems domain,High-performance Deterministic Concurrency Using Lingua Franca,Instituto Tecnológico de Aeronáutica,-23.2102123,-45.8764544,Região Metropolitana do Vale do Paraíba e Litoral Norte,São José dos Campos,São Paulo,Brazil
284,Gabriel Castro Duarte,High-Level Reconfigurable Embedded System Design Based on Heterogeneous Models of Computation,High-performance Deterministic Concurrency Using Lingua Franca,Instituto Tecnológico de Aeronáutica,-23.2102123,-45.8764544,Região Metropolitana do Vale do Paraíba e Litoral Norte,São José dos Campos,São Paulo,Brazil
285,Gareth Callanan,Scalable actor networks with CAL,High-performance Deterministic Concurrency Using Lingua Franca,Lund University,55.7126504,13.2107587,Skåne County,Lund,,Sweden
286,Gareth Callanan,Scalable actor networks with CAL,High-performance Deterministic Concurrency Using Lingua Franca,"PhD Candidate, Lund University",,,,,,
287,Giancarlo Fortino,Edge AI in the computing continuum: Consistency and Availability at Early Design Stages,Consistency vs. availability in distributed cyber-physical systems,Prof. of Computer Engineering,,,,,,
288,Giancarlo Fortino,Edge AI in the computing continuum: Consistency and Availability at Early Design Stages,Consistency vs. availability in distributed cyber-physical systems,"Prof. of Computer Engineering, University of Calabria, FIEEE,FAAIA,FAIIA,WoS Highly Cited Researcher",,,,,,
289,Giancarlo Fortino,Edge AI in the computing continuum: Consistency and Availability at Early Design Stages,Consistency vs. availability in distributed cyber-physical systems,University of Calabria,32.8656594,-117.2043944,San Diego County,San Diego,California,United States
290,Giancarlo Fortino,Edge AI in the computing continuum: Consistency and Availability at Early Design Stages,Consistency vs. availability in distributed cyber-physical systems,WoS Highly Cited Researcher,,,,,,
291,Grégoire Danoy,Towards Unified Data Ingestion and Transfer for the Computing Continuum,Consistency vs. availability in distributed cyber-physical systems,University of Luxembourg,49.5036259,5.9487155,Canton Esch-sur-Alzette,,,Luxembourg
292,Hokeun Kim,A Case Study of API Design for Interoperability and Security,Beyond the threaded programming model on real-time operating systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
293,Hokeun Kim,A Case Study of API Design for Interoperability and Security,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
294,Hokeun Kim,A Case Study of API Design for Interoperability and Security of the Internet of Things,Beyond the threaded programming model on real-time operating systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
295,Hokeun Kim,A Case Study of API Design for Interoperability and Security of the Internet of Things,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
296,Hokeun Kim,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
297,Hokeun Kim,Improving the Efficiency of Coordinating Timed Events in Distributed Systems,Strongly-consistent distributed discrete-event systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
298,Hokeun Kim,Reliable event detection using time-synchronized iot platforms,Xronos: Predictable coordination for safety-critical distributed embedded systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
299,Hokeun Kim,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Consistency vs. availability in distributed cyber-physical systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
300,Hokeun Kim,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Quantifying and generalizing the CAP theorem,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
301,Hokeun Kim,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
302,Hokeun Kim,Securing Edge-Based Real-Time IoT Systems,High-performance Deterministic Concurrency Using Lingua Franca,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
303,Hokeun Kim,Securing Edge-Based Real-Time IoT Systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
304,Hokeun Kim,Strongly-consistent distributed discrete-event systems,Consistency vs. availability in distributed cyber-physical systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
305,Hokeun Kim,Strongly-consistent distributed discrete-event systems,High-performance Deterministic Concurrency Using Lingua Franca,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
306,Hokeun Kim,Strongly-consistent distributed discrete-event systems,Quantifying and generalizing the CAP theorem,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
307,Hokeun Kim,Strongly-consistent distributed discrete-event systems,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States
308,Ingo Sander,ForSyDe on the Patmos Processor,Worst-Case Execution Time Analysis of Lingua Franca Applications,KTH Royal Institute of Technology,59.2016758,17.6203201,Stockholm County,Södertälje,,Sweden
309,Ingo Sander,ForSyDe on the Patmos Processor,Worst-Case Execution Time Analysis of Lingua Franca Applications,"Professor, KTH Royal Institute of Technology",,,,,,
310,Ingo Sander,High-Level Reconfigurable Embedded System Design Based on Heterogeneous Models of Computation,High-performance Deterministic Concurrency Using Lingua Franca,KTH Royal Institute of Technology,59.2016758,17.6203201,Stockholm County,Södertälje,,Sweden
311,Ingo Sander,High-Level Reconfigurable Embedded System Design Based on Heterogeneous Models of Computation,High-performance Deterministic Concurrency Using Lingua Franca,"Professor, KTH Royal Institute of Technology",,,,,,
312,Ion Stoica, Towards Efficient and Deterministic Dataflow Systems for Machine Learning,Consistency vs. availability in distributed cyber-physical systems,"Professor of Computer Science, UC Berkeley",,,,,,
313,Ion Stoica, Towards Efficient and Deterministic Dataflow Systems for Machine Learning,Consistency vs. availability in distributed cyber-physical systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
314,Ion Stoica, Towards Efficient and Deterministic Dataflow Systems for Machine Learning,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Professor of Computer Science, UC Berkeley",,,,,,
315,Ion Stoica, Towards Efficient and Deterministic Dataflow Systems for Machine Learning,Risk and mitigation of nondeterminism in distributed cyber-physical systems,UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
316,Jadav Chandra Das,Parity Generator-Checker Based Nano communication Network Using Reversible Quantum Majority Voter,Communication over Continuous Quantum Secure Dialogue using Einstein-Podolsky-Rosen States,"Assistant Professor, Dept. of Information Technology,  MAKAUT,WB",,,,,,
317,Jadav Chandra Das,Parity Generator-Checker Based Nano communication Network Using Reversible Quantum Majority Voter,Communication over Continuous Quantum Secure Dialogue using Einstein-Podolsky-Rosen States,Dept. of Information Technology,30.8604036,75.8602902,Ludhiana (West) Tahsil,Ludhiana,Punjab,India
318,Jadav Chandra Das,Parity Generator-Checker Based Nano communication Network Using Reversible Quantum Majority Voter,Communication over Continuous Quantum Secure Dialogue using Einstein-Podolsky-Rosen States,MAKAUT,22.9579943,88.5422764,Haringhata,,West Bengal,India
319,Jadav Chandra Das,Parity Generator-Checker Based Nano communication Network Using Reversible Quantum Majority Voter,Communication over Continuous Quantum Secure Dialogue using Einstein-Podolsky-Rosen States,WB,22.9964948,87.6855882,Kotulpur,,West Bengal,India
320,Jeronimo Castrillon, Bachelor's Thesis,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Professor, TU Dresden",,,,,,
321,Jeronimo Castrillon, Bachelor's Thesis,Risk and mitigation of nondeterminism in distributed cyber-physical systems,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
322,Jeronimo Castrillon,Provable Determinism for Software in Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,"Professor, TU Dresden",,,,,,
323,Jeronimo Castrillon,Provable Determinism for Software in Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
324,Jiahong Bi,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,"PretVM: Predictable, efficient virtual machine for real-time concurrency",TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
325,Jiahong Bi,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,Towards Building Verifiable CPS using Lingua Franca,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
326,Jianye Xu,Simulation to Reality: Testbeds and Architectures for Connected and Automated Vehicles,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"PhD student, RWTH Aachen University",,,,,,
327,Jianye Xu,Simulation to Reality: Testbeds and Architectures for Connected and Automated Vehicles,Risk and mitigation of nondeterminism in distributed cyber-physical systems,RWTH Aachen University,50.7791657,6.0689209,Aachen (district),Aachen,North Rhine-Westphalia,Germany
328,Jim Woodcock,Time-sensitive software,Quantifying and generalizing the CAP theorem,"Professor of Software Engineering, University of York",,,,,,
329,Jim Woodcock,Time-sensitive software,Quantifying and generalizing the CAP theorem,University of York,53.9453903,-1.0314593,York,,England,United Kingdom
330,Jing Sun,A comparative evaluation of automated analysis tools for solidity smart contracts,Scivik: A versatile framework for specifying and verifying smart contracts,"Associate Professor, School of Computer Science, University of Auckland, New Zealand",,,,,,
331,Jing Sun,A comparative evaluation of automated analysis tools for solidity smart contracts,Scivik: A versatile framework for specifying and verifying smart contracts,School of Computer Science,,,,,,
332,Jing Sun,A comparative evaluation of automated analysis tools for solidity smart contracts,Scivik: A versatile framework for specifying and verifying smart contracts,"University of Auckland, New Zealand",-36.8660955,174.7737331,,Waitematā,Auckland,New Zealand
333,John Hui,Timestamp peripherals for precise real-time programming,Beyond the threaded programming model on real-time operating systems,Columbia University,40.8077559,-73.9616141,New York County,New York,New York,United States
334,John Hui,Timestamp peripherals for precise real-time programming,Interpret: A time-predictable multicore processor,Columbia University,40.8077559,-73.9616141,New York County,New York,New York,United States
335,John S. Baras,Foundations of value of information: A semantic metric for networked control systems tasks,Consistency vs. availability in distributed cyber-physical systems,Computer Engineering,,,,,,
336,John S. Baras,Foundations of value of information: A semantic metric for networked control systems tasks,Consistency vs. availability in distributed cyber-physical systems,"Professor of Ellectrical and Computer Engineering, University of Maryland",,,,,,
337,John S. Baras,Foundations of value of information: A semantic metric for networked control systems tasks,Consistency vs. availability in distributed cyber-physical systems,University of Maryland,48.0989816,11.5823489,,Munich,Bavaria,Germany
338,Julian Robledo,Timing enclaves for performance in Lingua Franca,Risk and mitigation of nondeterminism in distributed cyber-physical systems,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
339,Justin Wong,Synthetic programming elicitation for text-to-code in very low-resource programming and formal languages,"UCLID5: Multi-modal formal modeling, verification, and synthesis",PhD Student at UC Berkeley,,,,,,
340,Justin Wong,Synthetic programming elicitation for text-to-code in very low-resource programming and formal languages,"UCLID5: Multi-modal formal modeling, verification, and synthesis",UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
341,Justus Fries,SaVeWoT: Scripting and Verifying Web of Things Systems and Their Effects on the Physical World,Towards Building Verifiable CPS using Lingua Franca,Technical University of Munich,48.2654976,11.6692249,Landkreis München,,Bavaria,Germany
342,Karen Willcox,Formal Verification of Digital Twins with TLA and Information Leakage Control,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Oden Institute for Computational Engineering,,,,,,
